ID,commity,detail,houseType,link,method,price,title
131,天景山公寓如意苑,"
                    本小区靠近一号线地铁，小区门口有多路公交车站台交通方便，拎包入住。                ",3室1厅1卫                                ??18                                平?? ,http://nj.58.com/hezu/30146554224192x.shtml,合租 - 次卧 - 男女不限,650,(单间出租)天景山如意苑 精致单间(个人)
132,明月港湾,"
                    ",3室2厅2卫                                ??25                                平??精装修 ,http://nj.58.com/hezu/30146554224192x.shtml,合租 - 主卧 - 男女不限,900,(单间出租)金盛路岔路口明月港湾 3室2厅 主卧 朝南 精装修(个人)
133,明月港湾,"
                    ,幼儿园： 经纬行知实验幼儿园、明月港湾双语电脑幼儿园、双语幼儿园、空军气象学院幼儿园、武夷小区幼儿园、金宝宝幼儿园,小学：华夏实验学校、岔路口中学、岔路口小学、江宁实验小学,中学：江宁高级中学、南京师范大学附属中学江宁分校、江宁秦淮中学、江宁竹山中学、江宁竹山中学,商业：江宁汽车城、装饰城、麦得龙、欧倍德、永隆家居、上海华联超市、华诚超市、青松超市、苏果金盛社区店、水晶宫娱乐中心、水晶宫康乐中心,银行：农业银行、工商银行、建设银行、南京商业银行、华夏银行、交通银行",4室2厅2卫                                ??20                                平??精装修 ,http://nj.58.com/hezu/30146554224192x.shtml,合租 - 主卧 - 男女不限,900,(单间出租)江宁岔路口双龙大道地铁明月港湾 4室2厅 主卧 朝南 精装修(个人)
134,艺术家园,"
                    ,临近地铁，交通便利。周边有商业街。购物便利，附近有小吃街",4室2厅2卫                                ??24                                平??精装修 ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 次卧 - 男女不限,1100,(单间出租)艺术家园 4室2厅 次卧 朝南 精装修(个人)
135,紫微花园,"
                    ,小区绿化较高 让您感受花园一样的家 配置齐全 居家装修 拎包即可入住 无中介费 周围配套设施完善 有学校 医院 银行 下楼地铁口 交通便利 交通发达 大型商场",3室2厅2卫                                ??23                                平??精装修 ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 次卧 - 男女不限,800,(单间出租)双龙大道地铁口 紫微花园 朝南次卧 精装修 设施齐全(个人)
136,南方花园,"
                    ,个人出租 双龙大道地铁口 南方花园 家电齐全 小区环境优美 生活配套齐全 有超市 商业街 菜市场 银行 小吃 生活便利 交通便捷 要求社会关系简单 爱干净 素质佳 拎包入住 ",3室2厅2卫                                ??24                                平??精装修 ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 次卧 - 男女不限,850,(单间出租)个人出租 南方花园 双龙大道地铁口 交通便利 随时看房(个人)
137,骆村新寓,"
                    ,骆村新寓 电梯房 ?室内家电家具齐全、环境干净整洁、超高性价比 ?,? ?室内空调 冰箱、洗衣机、燃气热水器、可做饭、燃气灶 ?,?小区干净整洁 。环境好 安保好 、竹山路地铁站、小区附近多个公交车站、,对面小区东城福园 、附近、超市、酒店、商场、银行、应有仅有满足生活所需?",3室2厅1卫                                ??28                                平??精装修 ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 主卧 - 男女不限,800,(单间出租)骆村新寓 单间出租 主卧 朝南 押一付一 拎包入住(个人)
138,时代雅居,"
                    天印大道地铁口 时代雅居 南北通透 采光好 拎包入住                 ",3室2厅2卫                                ??23                                平?? ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 次卧 - 男女不限,750,(单间出租)天印大道地铁口 时代雅居 南北通透 采光好 拎包入住(个人)
139,天景山公寓如意苑,"
                    本小区靠近一号线地铁，小区门口有多路公交车站台交通方便，拎包入住，包宽带物业费！                ",3室1厅1卫                                ??18                                平?? ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 次卧 - 男女不限,500,(单间出租)天景山如意苑 精装次卧(个人)
140,明月港湾,"
                    小区门口有公交站台 骑车子到双龙大道地铁口10分钟左右 家具家电齐全 可随时看房 房租押一付一 在繁华的金盛路上 交通生活十分便利 中介勿扰                ",3室2厅2卫                                ??25                                平?? ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 主卧 - 男女不限,1300,(单间出租)岔路口金盛路明月港湾 独卫 (个人)
141,志宁花园,"
                    志宁花园小区紧邻万达 房屋设施齐全 得房率高 采光好 精装修 设施齐全 拎包即住 1号和5号线地铁 公交多条 出行便捷安全 出小区门就有公交、早点和万达、女人街、超市、水果店、银行，周边有大型菜场、苏果、江宁医院等.社区成熟，配套齐全                ",3室2厅2卫                                ??23                                平?? ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 次卧 - 男女不限,800,(单间出租)志宁花园 靠近万达 步行街 交通便利 拎包入住(个人)
142,武夷绿洲观竹苑,"
                    ,步行5分钟到地铁一号线竹山路站、出行方便首次出租、支持月付、随时看房、拎包入住、精装修、,南北通透、 超高性价比 ?,附近宾馆、养生馆、餐厅、有志大厦、苏果超市、等等,室内精装修、干净整洁、拎包入住、押一付一、 全天热水",3室1厅1卫                                ??20                                平??精装修 ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 主卧 - 男女不限,1000,(单间出租)武夷绿洲观竹 地体一号线竹山路站 精装修 地铁房(个人)
143,东渡国际青年城,"
                    ,家电齐全 小区紧靠小龙湾地铁和竹山路地铁 交通便利 小区环境整洁 拎包即住 随时看房",3室2厅2卫                                ??23                                平??精装修 ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 次卧 - 男女不限,960,(单间出租)东渡国际青年 3室2厅 次卧 朝南北 精装修(个人)
144,托乐嘉街区,"
                     现急转租托乐嘉一次卧，合租人都是上班族素质高爱干净。屋内家电设施齐全，24小时热水，网速流畅无比，打游戏速度杠杠的。房间带有一大飘窗，采光极好。一米八席梦思大床任你睡，哈哈，有需要的小伙伴们赶紧联系我吧～房子是8月21号到期，有需要短期居住的也可以联系我价格可以再议～                ",4室1厅2卫                                ??16                                平?? ,http://nj.58.com/hezu/30117446350260x.shtml,合租 - 次卧 - 男女不限,900,(单间出租)托乐嘉街区 4室1厅2卫 男女不限 (个人)
145,天元吉第城,"
                    ,小区天元吉第城 、地铁一号线天印大道、小区环境好、没有停车费 、,室内精装修、环境好、干净整洁、家电家具齐全、拎包入住、押一付一,出行方便、附近公交方便、地铁站、 随时看房 拎包入住?",3室2厅1卫                                ??23                                平??精装修 ,http://nj.58.com/hezu/29330204999871x.shtml,合租 - 主卧 - 男女不限,900,(单间出租)天元吉第城 地铁一号线 天印大道地铁站 拎包入住(个人)
146,金陵天成,"
                    ,金陵天成 《金宝市场对面 女人街 万达广场》家电齐全 中间楼层 采光好 交通便利 周边配套设施 天瑞餐馆 岗山超市 江宁商场 金宝市场 金盛大厦 武夷商城 农贸市场 苏果超市 肯德基 麦当劳 联华超市 医院 学校 娱乐场所 拎包入住",3室2厅2卫                                ??25                                平??精装修 ,http://nj.58.com/hezu/29330204999871x.shtml,合租 - 次卧 - 男女不限,850,(单间出租)个人直租 金宝市场对面 金陵天成 小区周边配套齐全(个人)
147,骆村新寓,"
                    我这真实价格 真实图片 精装单间 独立阳台                ",5室3厅3卫                                ??30                                平?? ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 主卧 - 男女不限,1000,(单间出租)出门就是竹山路地铁站 精装(个人)
148,东新南路小区,"
                    ,万达广场 步行4-8分钟 首次出租、精装修、押一付一、随时看房、拎包入住、南北通透,周围配到设施齐全、苏果超市、建设银行、招商银行、超市场、等等,地铁一号线天印大道站、公交车站803路、822路、827路、等等,室内精装修 家电家具齐全 燃气热水器 全天热水 ?.........",4室1厅2卫                                ??20                                平??精装修 ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 次卧 - 男女不限,700,(单间出租)江宁万达广场 东新南路小区 超高性价比 精装修(个人)
149,武夷绿洲品名苑,"
                    小区环境幽雅，距离竹山路地铁站5分钟、旁边有万达广场
带独阳台，公用厨房、冰箱、宽带，燃气热水器和燃气灶                ",4室2厅2卫                                ??25                                平?? ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 主卧 - 男女不限,1000,(单间出租)出门就是竹山路地铁站 武夷绿洲品名苑 (个人)
150,嘉顺时代广场,"
                    万达广场旁边 豪华装修 押一付一 可月租                ",4室2厅2卫                                ??25                                平?? ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 主卧 - 男女不限,800,(单间出租)嘉顺时代广场 4室2厅2卫 男女不限 (个人)
151,瑞鸿铭邸,"
                    我拍的真实图片，直接带行李进来住，距离地铁站5分钟竹山路地铁站，周边商圈有万达广场条件：独阳台，公用厨房、冰箱、宽带，燃气热水器和燃气灶                ",1室1厅1卫                                ??30                                平?? ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 主卧 - 男女不限,800,(单间出租)骆村新寓 精致装修 竹山路地铁站旁边(个人)
152,南方花园(西区),"
                    ,??出租的房间是次卧，正南向，阳光充沛，男女不限,??整套房子是实用的三居室，家具家电齐全。高楼层，视野开阔，您可以尽情享受倚窗俯瞰的豁达畅快！,??有,公交线路经过。,??周边设有丰富的配套设施，苏果天水雅居社区店，江宁汽车城、装饰城、麦得龙、欧倍德、永隆家居、上海华联超市、华诚超市、青松超市、苏果金盛社区店，银行，医院，学校，娱乐场所一应俱全，充分满足你的生活所需！",3室1厅1卫                                ??15                                平??精装修 ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 次卧 - 男女不限,950,(单间出租)江宁岔路口南方花园 临近何定桥地铁站 随时看房(个人)
153,双龙大道地铁口 秦淮园小区,"
                    交通便利，到地铁口五分钟左右                ",4室1厅1卫                                ??12                                平?? ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 次卧 - 男女不限,450,(单间出租)双龙大道地铁口 秦淮园小区 5室1厅1卫 男女不限 (个人)
154,南方花园(西区),"
                    ,??出租的房间是次卧，正南向，阳光充沛，男女不限,??整套房子是多功能4居室，家具家电齐全。中间楼层，光照、湿度和便利的完美平衡！,??有,公交线路经过。,??周边设有丰富的配套设施，苏果天水雅居社区店，江宁汽车城、装饰城、麦得龙、欧倍德、永隆家居、上海华联超市、华诚超市、青松超市、苏果金盛社区店，银行，医院，学校，娱乐场所一应俱全，充分满足你的生活所需！",4室1厅1卫                                ??12                                平??精装修 ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 次卧 - 男女不限,900,(单间出租)江宁岔路口南方花园(西 4室1厅 次卧 朝南 精装修(个人)
155,南方花园(东区),"
                    ,??出租的房间是次卧，男女不限,??整套房子是多功能4居室，家具家电齐全。低楼层，更实惠，生活更便捷！,??有,公交线路经过。,??周边设有丰富的配套设施，章村排档，苏果超市文靖路平价店,　文进超市,　南京汇丰专业版金做漆，江宁商场、金宝市场、金盛大厦、武夷商城、农贸市场、苏果超市、意大利风情商业街、肯德基、麦当劳、时代超市、联华超市，银行，医院，学校，娱乐场所一应俱全，充分满足你的生活所需！",3室1厅1卫                                ??15                                平??精装修 ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 次卧 - 男女不限,900,(单间出租)河定桥地铁站附近 南方花园D组团 押一付一(个人)
156,左邻右里,"
                    房源位于左邻右里小区,拥有很高的绿化率;环境优美,适宜居住,物业管理完善;附近交通:公交：27、86、101、102、103、104、106、南金线中驰汽车园站下车；地铁：1号线双龙大道站，3号线宏运大道站。空调，冰箱，全自动洗衣机，天然气供应，可以做饭。有意者可以打电话                ",2室1厅1卫                                ??20                                平?? ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 主卧 - 男女不限,1400,(单间出租)左邻右里 2室1厅1卫 男女不限 押一付一(个人)
157,托乐嘉小区,"
                    ,翠屏山地铁口五分钟即到，里面有超市，饭店，菜市场学校，屋内超大空间带阳台。

",3室2厅2卫                                ??40                                平?? ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 主卧 - 男女不限,1000,(单间出租)托乐嘉小区 3室2厅2卫 男女不限 精装修(个人)
158,翠屏东南,"
                    ,房租可以月付！长租可享首月半价！靠近软件园！小区比较成熟，有菜场，饭店，网吧，理发店，工行建行等银行、医院、小中大学，小饭店，生活便利。公交去地铁只需10分钟左右，非常适合附件的软件园白领入住。房间基本配置：床 衣柜 电脑桌 都有 百兆宽带到市区便捷，多路公交到天隆寺地铁安德门地铁以及软件园，大飘窗，有空调、衣柜、椅子、冰箱、热水器、洗衣机、百兆宽带、拎包入住，配有保洁阿姨。拎包入住，一应俱全。重要的是房租可以月付，帮你减轻付款压力。 ",3室1厅1卫                                ??30                                平??精装修 ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 主卧 - 男女不限,1300,(单间出租)一号线软件大道机场线翠屏山 房东本人翠屏东南精装朝南主卧(个人)
159,骏景华庭,"
                    ",4室1厅1卫                                ??20                                平??精装修 ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 次卧 - 男女不限,800,(单间出租)押一付一 清水亭东路 骏景华庭 精装次卧 朝南 无中介费(个人)
160,天泰花园,"
                    ,居家装修，家电齐全，拎包入住，希望爱干净的人居住,小区物业有保障，每周会有定期保洁工人打扫，小区环境优雅，绿化率高，适合居住，交通便利，出行方便，周边配套成熟，生活设施齐全，能够满足您的日常生活所需",4室1厅1卫                                ??15                                平??豪华装修 ,http://nj.58.com/hezu/30034031998789x.shtml,合租 - 次卧 - 男女不限,600,(单间出租)月付 1号线竹山路 天泰花园600~1000全包(个人)
161,保利梧桐语,"
                    一、交通方便,离药科大学地铁站走路7分钟,到软通公司、方山创业、晓庄学院非常近。二、精装修，热水器、洗衣机、空调、电信宽带，卫生间等设施齐全。一八一六八零五八零七六。三、朝南带阳台次卧450元，现在住的都是软通公司白领和考研学生，希望工作正规、社会关系单纯人士入住。                ",4室2厅2卫                                ??18                                平?? ,http://nj.58.com/hezu/24350180151221x.shtml,合租 - 次卧 - 男女不限,450,(单间出租)药科大学地铁站旁 梧桐语 近软通动力、晓庄、方山创业园(个人)
162,天泰花园,"
                    ,1.房子户型好，朝南有阳光,2.小区环境优美，适合居家生活,3.屋内家电、家具齐全，拎包入住,4.靠近地铁站，出门就有公交站台，让您的出行更加方便,5.菜场、超市、银行、学校、医院等一应俱全，满足您的日常生活需求",3室1厅1卫                                ??20                                平??精装修 ,http://nj.58.com/hezu/24350180151221x.shtml,合租 - 次卧 - 男女不限,600,(单间出租)月付 1号线竹山路 天泰花园 精装次卧 拎包入住 无中介费(个人)
163,天景山公寓花锦苑,"
                    一楼地下室，在一楼，不是负一楼，十平米，干净整洁，交通便利，离龙眠大道地铁站走路仅需5分钟，出门几步就有公交站（城东路），生活便利，在南京义乌商品城和奥特莱斯对面，有独立卫生间，空调，热水器，大床，衣柜，书桌，另送电信宽带和路由器！因为在一楼，夏天凉快且不潮湿！（该信息由用户发自手机）（个人，不是经纪人）                ",1室1厅1卫                                ??10                                平?? ,http://nj.58.com/hezu/29823884540087x.shtml,合租 - 主卧 - 男女不限,600,(单间出租)天景山公寓花 1室1厅 主卧(个人)
164,天元吉第城,"
                     地铁1号线龙眠大道旁，小区干净，环境优美，附近有商城、超市、餐厅、菜市场、学校等，现在房间多，都是精装修，过来可以优先选择房间，价格可以再谈，好房子不等人，押一付一                 ",3室1厅1卫                                ??35                                平?? ,http://nj.58.com/hezu/30112883282639x.shtml,合租 - 主卧 - 男女不限,1000,(单间出租)天元吉第城 个人精装房出租(个人)
165,谭桥公寓西园,"
                    ",4室1厅1卫                                ??12                                平??精装修 ,http://nj.58.com/hezu/30001432250417x.shtml,合租 - 主卧 - 男女不限,950,(单间出租)江宁东山谭桥公寓北园 临近竹山路地铁站 随时看房(个人)
166,志宁花园,"
                    出租志宁花园 万达对面?, ",3室1厅1卫                                ??26                                平??精装修 ,http://nj.58.com/hezu/30001432250417x.shtml,合租 - 主卧 - 男女不限,780,(单间出租)江宁东山志宁花园 3室1厅 主卧 朝南 精装修(个人)
167,万欣花园旁蓝天公寓,"
                    个人住房,中介勿扰!竹山路地铁旁，靠菜场和超市。房间朝南主卧内有冷暖空调、大衣橱、1米8大床、1米的办公桌。很温馨的一个大房间。公用设施：100M电信宽带、电冰箱、太阳能电热水器、洗衣机、微波炉等限爱干净一或两名女士入住，不可带陌生人回家，非诚勿扰。                ",2室1厅1卫                                ??90                                平?? ,http://nj.58.com/hezu/30155028015053x.shtml,合租 - 主卧 - 限女生,1100,(单间出租)竹山路地铁房 万欣花园旁蓝天公寓 2室1厅 朝南主卧(个人)
168,21世纪现代城,"
                    小龙湾地铁一号线距离21世纪现代城600米太阳城旁边现有主卧带独卫南次卧和北次卧在出租房屋内设施齐全 本房在西区篮球场旁边四楼房子个人出租 没有中介费                ",4室2厅2卫                                ??18                                平?? ,http://nj.58.com/hezu/30155028015053x.shtml,合租 - 次卧 - 男女不限,1000,(单间出租)小龙湾地铁口21世纪现代城 出租主卧加次卧自己分租个人(个人)
169,骆村新寓,"
                    ",3室1厅1卫                                ??20                                平??精装修 ,http://nj.58.com/hezu/30155028015053x.shtml,合租 - 次卧 - 男女不限,950,(单间出租)江宁科学园骆村新寓 3室1厅 次卧 朝南 精装修 押一付一(个人)
170,天印花园,"
                    ,??出租的房间是主卧，正南向，阳光充沛，限女生（作息规律，爱护房间家具设备等）。,??整套房子是紧凑的两居室，家具家电齐全。中间楼层，您能比楼上的住户更亲近风景，比楼下的邻居更感惬意！,? ,?,??周边设有丰富的配套设施，金旺宾馆餐厅，好又多超市康桥公寓店,　南京情趣超市,　可的超市,　天映红批发超市，江宁商场、金宝市场、金盛大厦、武夷商城、农贸市场、苏果超市、意大利风情商业街、肯德基、麦当劳、时代超市、联华超市，银行，医院，学校，娱乐场所一应俱全，充分满足你的生活所需！",2室1厅1卫                                ??20                                平??中等装修 ,http://nj.58.com/hezu/30155028015053x.shtml,合租 - 主卧 - 限女生,1100,(单间出租)天印花园好房出租 限女生 非常勿扰！(个人)
171,珑湾花园,"
                    诚信大道地铁站200米距离殷巷500米。苏果超市100米生活方便交通方便！要求：不带宠物！不是未成年！！！活动：首月减800！附属设施：床,冰箱,电视,空调,洗衣机,热水器,家具,宽带,可做饭,独立卫生间扫码看房                ",3室1厅1卫                                ??20                                平?? ,http://nj.58.com/hezu/30155028015053x.shtml,合租 - 主卧 - 男女不限,1150,(单间出租)珑湾花园包物业，照片实拍！(个人)
172,恒安嘉园(别墅),"
                    , ",5室1厅2卫                                ??18                                平??精装修 ,http://nj.58.com/hezu/30155028015053x.shtml,合租 - 次卧 - 男女不限,800,(单间出租)恒安嘉园(别 5室1厅 次卧 朝南 精装修(个人)
173,恒大绿洲,"
                    房子靠近诚信大道地铁站殷巷附近。交通便捷，小区附近超市饭店都，生活购物非常方便                ",5室2厅3卫                                ??25                                平?? ,http://nj.58.com/hezu/30067176212939x.shtml,合租 - 次卧 - 男女不限,1200,(单间出租)恒大绿洲 5室2厅3卫 男女不限 (个人)
174,恒大绿洲,"
                    房主直接出租，恒大绿洲豪华装修，房屋设施有新空调，新洗衣机，新实木烤漆床，油烟机，席梦思，多门衣柜，桌子，等一些设施，现在随时看房，即日入住，价格550到2000元不等，17366337931                ",1室1厅1卫                                ??18                                平?? ,http://nj.58.com/hezu/30122522576298x.shtml,合租 - 次卧 - 男女不限,550,(单间出租)房主首次豪华装修出租，恒大绿洲550元到2000元每月(个人)
175,左邻右里,"
                    左邻右里位于双龙大道，宏运大道双地铁口，房屋设施：空调、洗衣机、冰箱、无线网、燃气可做饭。房屋实拍图片                ",4室1厅1卫                                ??30                                平?? ,http://nj.58.com/hezu/30122522576298x.shtml,合租 - 主卧 - 男女不限,800,(单间出租) 左邻右里-双龙大道，宏运大道双地铁(个人)
176,欣荣苑荣华苑,"
                    到龙眠大道地铁站3分钟，房子在天景山欣荣苑，荣华苑，旁边就是义乌商品城，交通购物十分方便，可洗澡做饭上网有线，精装修，木地板。16平次卧带空调500元/月，18平次卧带空调带飘窗600元/月，20平大次卧带空调带飘窗700元/月，25平主卧带大阳台带空调800元/月。（个人出租，没有其他费用）                ",3室1厅1卫                                ??15                                平?? ,http://nj.58.com/hezu/30122522576298x.shtml,合租 - 次卧 - 男女不限,450,(单间出租)义乌小商品城龙眠大道附近(个人)
177,艺术家园,"
                     精装修，家电齐全，拎包入住，免费无线，欢迎随时看房，个人房源，无中介费，图片真实                ",3室2厅2卫                                ??20                                平?? ,http://nj.58.com/hezu/30122522576298x.shtml,合租 - 次卧 - 男女不限,800,(单间出租)艺术家园 胜太路地铁站(个人)
178,颐和南园(公寓),"
                    , 本小区在清水亭东路九龙湖地铁三号线50米 现在还有一间20平带阳台在出租 屋内设施齐全 空调冰箱洗衣机天燃气 百兆宽带免费赠送 好房现在还剩一间只要你看中价格都好商量",1室1厅2卫                                ??20                                平??精装修 ,http://nj.58.com/hezu/30122522576298x.shtml,合租 - 主卧 - 男女不限,900,(单间出租)九龙湖地铁口三号线 颐和南园 1室1厅 主卧 朝东带阳台(个人)
179,文化名园(公寓),"
                    小区仅离天元西路地铁口步行5分钟，家电家具齐全，100兆宽带上网不限时，有厨房做饭，拎包入住，欢迎爱干净年青人看房。                ",4室1厅2卫                                ??26                                平?? ,http://nj.58.com/hezu/30122522576298x.shtml,合租 - 次卧 - 男女不限,950,(单间出租)江宁开发区 文化名园 4室 1厅 次卧(个人)
180,世纪东山,"
                    小区位于江宁公交总站旁，地势好，交通方便，银行，超市，菜场就在附近，靠近江宁主城区。可月付，免物业宽带，室内家具，空调，冰箱，热水器，洗衣机，设施齐全，拎包入住。                ",4室1厅1卫                                ??25                                平?? ,http://nj.58.com/hezu/29847553051204x.shtml,合租 - 主卧 - 男女不限,750,(单间出租)月付，主卧，阳台，朝南，宽敞明亮，免物业宽带(个人)
181,华意泰富,"
                    万达步行街附近房屋对外出租，个人房屋无中介费，环境优雅精装修木地板，家电齐全交通便利，电梯房。主卧30平带空调阳台大飘窗独立卫生间1450，次卧25平带飘窗带空调900元。                ",3室1厅1卫                                ??22                                平?? ,http://nj.58.com/hezu/29154344064449x.shtml,合租 - 次卧 - 男女不限,800,(单间出租)万达附近华意泰富大次卧空调飘窗800元(个人)
182,保利梧桐语,"
                    ,个人真实房源药大地铁口5分钟单间出租带独卫的便宜出租，室内家电齐全，拎包入住。,长租短租均可。可月付。,欢迎需要租房的人打电话看房。此外还有个次卧，600元每月。",4室1厅2卫                                ??35                                平??中等装修 ,http://nj.58.com/hezu/29154344064449x.shtml,合租 - 主卧 - 男女不限,850,(单间出租)保利梧桐语 4室1厅主卧带独卫 中等装修 靠近软通地铁口附近(个人)
183,天元吉第城,"
                    ,?离地铁站龙眠大道站直线距离1000米 步行大概15分钟 共享单车大概8分钟 开车5分钟 房子在天元吉地城西门进门处 出门便是公交车站有806路851路851W路851区间 周边有超市，菜市场，餐厅，美容院等等。可以房租押一付一，但是合同必须签1年，中途住不满可以转租，少租3个月，年付可以优惠，包物业费，纯房租没有杂费，另外房间带一个大阳台。",4室2厅1卫                                ??25                                平??精装修 ,http://nj.58.com/hezu/30166537712577x.shtml,合租 - 主卧 - 男女不限,1200,(单间出租)一号线龙眠大道站 天元吉第城精装大主卧带阳台 押一付一(个人)
184,高尔夫西花园,"
                    ,??出租的房间是主卧，正南向，阳光充沛，男女不限,??整套房子是多功能4居室，家具家电齐全。中间楼层，光照、湿度和便利的完美平衡！,??有,公交线路经过。,??周边设有丰富的配套设施，李盛批发超市,　丹萍烟酒超市，好又多综合超市，银行，医院，学校，娱乐场所一应俱全，充分满足你的生活所需！",4室1厅2卫                                ??18                                平??精装修 ,http://nj.58.com/hezu/30166537712577x.shtml,合租 - 主卧 - 男女不限,1050,(单间出租)地铁口 高尔夫西花园 4室1厅两卫 主卧 朝南 精装修(个人)
185,万欣花园,"
                    ,房屋紧靠竹山路地铁站,出门就是地铁站.",3室1厅1卫                                ??25                                平??精装修 ,http://nj.58.com/hezu/30166516617137x.shtml,合租 - 主卧 - 男女不限,1500,(单间出租)江宁科学园万欣花园主卧紧靠地铁(个人)
186,托乐嘉街区,"
                    ,个人房源出租，绝,装修好，设施齐全，有专人定期打扫卫生！离小区大门很近，电梯房！周边生活配套齐全，出行便利,我们在托乐嘉翠屏东南地区有多套房源出租，给您多种选择，价位从700元——1700元不等,欢迎随时来电看房",4室2厅2卫                                ??20                                平??中等装修 ,http://nj.58.com/hezu/29308767697579x.shtml,合租 - 次卧 - 男女不限,780,(单间出租)江宁将军大道托乐嘉小区温馨单间急租(个人)
187,天景山公寓永福苑,"
                    ,?",3室2厅2卫                                ??26                                平??精装修 ,http://nj.58.com/hezu/29308767697579x.shtml,合租 - 主卧 - 男女不限,1299,(单间出租)江宁东山天景山公寓永 3室2厅 主卧 朝南 精装修无中介费(个人)
188,泥塘新苑,"
                    全新小区，环境优雅，交通便利，房间宽敞，全新衣橱床铺，房间全新空调，卫生间全新热水器洗衣机，拎包入住个人的房子，希望老实本分的，爱干净，好沟通，不斤斤计较的女*入住，有意向电话*！非诚勿扰！                ",3室2厅1卫                                ??35                                平?? ,http://nj.58.com/hezu/29308767697579x.shtml,合租 - 主卧 - 男女不限,999,(单间出租)天景山附近泥塘新苑 3室2厅1卫 男女不限 (个人)
189,欣荣苑,"
                    房子在龙眠大道地铁站旁边50米，门前是天景山路公交站台，对面是义乌小商品城。次卧只要450,也有主卧带阳台价格贵点，   欢迎干净人士入住。诚心出租没有任何中间费用。**号就是手机号，                ",3室1厅1卫                                ??16                                平?? ,http://nj.58.com/hezu/29308767697579x.shtml,合租 - 次卧 - 男女不限,450,(单间出租)急租地铁口50米精装次卧450出租 欣荣苑 荣华苑(个人)
190,南方花园,"
                    三房，精装修，押一付一，双龙大道，顾家百货对面，过马路就到                ",3室1厅1卫                                ??24                                平?? ,http://nj.58.com/hezu/29308767697579x.shtml,合租 - 主卧 - 男女不限,1300,(单间出租)岔路口，河定桥，地铁500米(个人)
191,天景山瑞庭苑,"
                    ,房内空调、热水器、洗衣机、冰箱、燃气、宽带等齐全，小区环境清静幽雅，交通方便（靠近龙眠地铁），欢迎作息规律、爱干净人士看房。中介勿扰！",2室1厅1卫                                ??20                                平??中等装修 ,http://nj.58.com/hezu/29043460070456x.shtml,合租 - 主卧 - 男女不限,1000,(单间出租)天景山瑞庭苑 2室1厅 朝南大主卧(个人)
192,百家湖国际花园,"
                    ,个人出租，百家湖国际花园，紧靠胜太西路地铁口，房屋设施齐全，拎包入住，现在随时看房，即日入住，精装修的，房间少，",1室1厅1卫                                ??17                                平??精装修 ,http://nj.58.com/hezu/29043460070456x.shtml,合租 - 次卧 - 男女不限,900,(单间出租)个人胜太西路地铁口，百家湖国际花园精装修900元每月(个人)
